MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 11093818698726,15-11-2018 00:00:00,RP3496020462358560,RP49778922261558458926467079529211622,892.00,GBP,15-11-2018,303289,88003248,SIRAJUDDIN,861489,74395493,Clem Hannond,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-11-2018,612
RPS FPS 10667441969043,9-4-2018 00:00:00,RP1193071763563950,RP49627222352025486285270970559548633,920.00,GBP,9-4-2018,593318,88003249,SUHAIL,480108,70902435,Haleigh Abbis,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,9-4-2018,612
RPS FPS 50697945422943,20-8-2018 00:00:00,RP8263974928446260,RP49907613093051523388470510369603914,750.00,GBP,20-8-2018,380224,88003250,SULEIMAN,396403,82576326,Wilhelmine Kingzett,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-8-2018,812
RPS FPS 81954152263161,21-9-2018 00:00:00,RP4992252816085900,RP49721913147368523314468066499199072,692.00,GBP,21-9-2018,408271,88003251,SULTAN ,875423,43384207,Ab Latham,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-9-2018,812
RPS FPS 41233007810419,17-4-2018 00:00:00,RP1573289901108320,RP49910632430941507541769417339067163,143.00,GBP,17-4-2018,259947,88003252,SURYA VENKATAGIRISH,421648,70068490,Isabel McIllroy,INVOICES 22 +554,10,FPS,BOOK,COMPLETE,O,934,11,17-4-2018,603
RPS FPS 67783914696047,8-10-2018 00:00:00,RP5066675863631860,RP49970303238632505557574930489685106,731.00,GBP,8-10-2018,251198,88003253,OSCAR A. TORRES,421112,73444549,Everett Petcher,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-10-2018,612
RPS FPS 94180094360162,11-2-2018 00:00:00,RP2005857606816110,RP49825362655021484196272608869391578,239.00,GBP,11-2-2018,513549,88003254,FAISAL ISAHQUE NAGARIA,733784,62103998,Lezlie Ruddy,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,11-2-2018,612
RPS FPS 60082622335149,2-6-2018 00:00:00,RP1571067254854400,RP49912692520521478489571659839790825,536.00,GBP,2-6-2018,684297,88003255,MAROOF ZAIDI,697125,52564798,Eada Mulrean,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-6-2018,812
RPS FPS 51386863270158,16-12-2018 00:00:00,RP7674074805089690,RP49935952648936477122667398429857575,594.00,GBP,16-12-2018,663697,88003256,MUHAMMAD KAMRAN WAHEED,494871,48168458,Wallie Lemerle,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-12-2018,812
RPS FPS 49490150134555,14-8-2018 00:00:00,RP8757854443802800,RP49652402493483465758369328309175663,576.00,GBP,14-8-2018,355995,88003257,NAVEED AKHTAR,436758,55255143,Querida Glowinski,INVOICES 22 +555,10,FPS,BOOK,COMPLETE,O,934,11,14-8-2018,603
RPS FPS 40960385199949,1-4-2018 00:00:00,RP6948514014397440,RP49972942429176548703671362599281898,654.00,GBP,1-4-2018,868515,88003258,SERDAR TOKTAMIS,615468,87155717,Rasia Christophle,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,1-4-2018,612
RPS FPS 66676793557845,20-5-2018 00:00:00,RP5895367561839250,RP49926902591313495464071484169962288,695.00,GBP,20-5-2018,768794,88003259,SRINIVASAN VINOD ANAND,701292,55317817,Suellen Rixon,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-5-2018,612
RPS FPS 59679758992142,11-8-2018 00:00:00,RP4673336618273050,RP49913472748576490760276692859682494,574.00,GBP,11-8-2018,563669,88003260,USMAN ANWAR,643341,50970773,Halimeda Langridge,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-8-2018,812
RPS FPS 73851218631380,4-11-2018 00:00:00,RP1468676232754230,RP49768102540141489453272257348940804,562.00,GBP,4-11-2018,873236,88003261,SERDAR ,492772,79550911,Lexine Hinge,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,4-11-2018,812
RPS FPS 49803119489745,23-3-2018 00:00:00,RP2096189745505220,RP49829423283446475439472108428948989,240.00,GBP,23-3-2018,445762,88003262,IHAB  EL HERFA,645392,84138604,Devinne Witter,INVOICES 22 +555,10,FPS,BOOK,COMPLETE,O,934,11,23-3-2018,603
RPS FPS 81493543389295,5-8-2018 00:00:00,RP7355603020226410,RP49887752347406548948577488549169091,253.00,GBP,5-8-2018,760489,88003263,TALAAT  NEMR,376814,56221836,Chevy Peplaw,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,5-8-2018,612
RPS FPS 35468483757771,25-6-2018 00:00:00,RP1970487476023480,RP49602612263262452267067567339594932,774.00,GBP,25-6-2018,299380,88003264,TAKESHI ,370393,81414430,Orazio Bugge,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-6-2018,612
RPS FPS 45142133835568,15-11-2018 00:00:00,RP3580229496459490,RP49679113125905516533075698369663247,192.00,GBP,15-11-2018,518371,88003265,ELIZABETH BALLOUQ,619290,87123080,Arvin Foskett,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-11-2018,812
RPS FPS 97056480622054,16-5-2018 00:00:00,RP3808326586915220,RP49785102553585545610866977809556776,604.00,GBP,16-5-2018,754666,88003266,JAMES RANKIN,374635,82857953,Eva Aiskovitch,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-5-2018,812
RPS FPS 94669975909798,1-6-2018 00:00:00,RP5038905510852240,RP49921822636829465732870070649201021,630.00,GBP,1-6-2018,644607,88003267,BUNDOCK ,618746,37391095,Sapphira Sibary,INVOICES 22 +556,10,FPS,BOOK,COMPLETE,O,934,11,1-6-2018,603
RPS FPS 22314839952236,6-10-2018 00:00:00,RP4982930103527460,RP49569482833124447467976329359312860,805.00,GBP,6-10-2018,871760,88003268,MONDHER ZAYANI,846077,50923999,Helsa Frostick,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,6-10-2018,612
RPS FPS 36785748984686,18-12-2018 00:00:00,RP5804503541318830,RP49607802400894447504473627579800035,859.00,GBP,18-12-2018,876030,88003269,AHMED LARI,391024,62209913,Elita Howie,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-12-2018,612
RPS FPS 86016094017416,3-2-2018 00:00:00,RP5789271944255440,RP49610132628247479617374198819482731,304.00,GBP,3-2-2018,310782,88003270,MALEK ALRASHEDI,694083,64520858,Griffin Stennes,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,3-2-2018,812
RPS FPS 76412672672525,14-3-2018 00:00:00,RP6839192928225110,RP49961722291581447553269337729106504,904.00,GBP,14-3-2018,756214,88003271,MOHAMMED ABDUL QUADER,288352,77443298,Manda Faustian,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-3-2018,812
RPS FPS 85528925688700,10-3-2018 00:00:00,RP5115509361121200,RP49664312557979475304377001959577691,639.00,GBP,10-3-2018,629490,88003272,ADEEL AHRAF,700856,46520551,Aguistin Roylance,INVOICES 22 +556,10,FPS,BOOK,COMPLETE,O,934,11,10-3-2018,603
RPS FPS 24879341099793,15-4-2018 00:00:00,RP2719419713325660,RP49742593128294448065768196418941762,982.00,GBP,15-4-2018,566739,88003273,AHMER QURESHI,698623,35848603,Emile Crocombe,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-4-2018,612
RPS FPS 32756230545841,16-1-2018 00:00:00,RP5501691911289230,RP49797352561950500625069076069885893,668.00,GBP,16-1-2018,776980,88003274,HASNAIN JAFFERY,566383,54146448,Kurt Micallef,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-1-2018,612
RPS FPS 92165535066209,19-9-2018 00:00:00,RP4772859179015630,RP49886843262479518084376892139696962,218.00,GBP,19-9-2018,387635,88003275,MUHAMMAD HASEEB UDDIN,521607,49874680,Fenelia Fakes,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,19-9-2018,812
RPS FPS 19436544028593,15-12-2018 00:00:00,RP5386678752695170,RP49882202400142536351468092859278757,183.00,GBP,15-12-2018,845501,88003276,KATERINA TARASOVA,331415,42925993,Aurea Fodden,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-12-2018,812
RPS FPS 81486844657958,19-3-2018 00:00:00,RP6861305148073090,RP49632012697090528929074169729652694,498.00,GBP,19-3-2018,253058,88003277,EDWARD ADAMS,320230,63487412,Sheridan Winteringham,INVOICES 22 +557,10,FPS,BOOK,COMPLETE,O,934,11,19-3-2018,603
RPS FPS 15114590310722,24-5-2018 00:00:00,RP2774621072122680,RP49623373176863527629176076219211831,877.00,GBP,24-5-2018,354273,88003278,SRTACHCLIFFE ,825736,77826222,Valentino Swannick,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-5-2018,612
RPS FPS 87369658570025,15-11-2018 00:00:00,RP4083463032630310,RP49955182534436461921167271839035729,573.00,GBP,15-11-2018,873607,88003279,FAYEZ ABDULLAH ALASMARI,362346,52997778,Ardella Joules,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,15-11-2018,612
RPS FPS 58884651194829,11-4-2018 00:00:00,RP2870260523101950,RP49742282595867544860170872539223093,407.00,GBP,11-4-2018,538052,88003280,RIGAS ,538628,82634030,Misti Mithon,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-4-2018,812
RPS FPS 41893702220006,12-1-2018 00:00:00,RP8592486466467230,RP49586932250588458081476756009289375,452.00,GBP,12-1-2018,360069,88003281,AKIL GHADIALI,549815,73531170,Lay Hedge,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-1-2018,812
RPS FPS 79124090773273,18-3-2018 00:00:00,RP4060863130022880,RP49809962887530515414067762279977227,132.00,GBP,18-3-2018,565117,88003282,LEEN VAN BROECK,468053,55636002,Sherye Rizzardini,INVOICES 22 +557,10,FPS,BOOK,COMPLETE,O,934,11,18-3-2018,603
RPS FPS 76517486726201,26-3-2018 00:00:00,RP4139441857556860,RP49790802330085517647473633389946837,290.00,GBP,26-3-2018,386330,88003283,MARIJKE WESENBEEK,613688,67771922,Raul MacBrearty,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-3-2018,612
RPS FPS 12183724909685,4-10-2018 00:00:00,RP7068534217583430,RP49703043258396509252773982779743490,80.00,GBP,4-10-2018,617020,88003284,WALTER WESENBEEK,672785,58044763,Noemi Dench,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,4-10-2018,612
RPS FPS 67045507303832,13-9-2018 00:00:00,RP8685384869351460,RP49704152595708477507570193789343826,292.00,GBP,13-9-2018,853203,88003285,AHAMED RIZWANˇ,562071,58503385,Roby Amberson,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-9-2018,812
RPS FPS 20938973324167,24-3-2018 00:00:00,RP9716152177328990,RP49603403175461545007976149439327192,80.00,GBP,24-3-2018,714172,88003286,MICHAEL SAMUEL,551955,65473161,Joy Florentine,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-3-2018,812
RPS FPS 48347143564302,5-7-2018 00:00:00,RP4690296527107390,RP49641063196224481430971995469875261,111.00,GBP,5-7-2018,640664,88003287,KAIS BOURGUIBA,388956,58506408,Rubetta Sinden,INVOICES 22 +558,10,FPS,BOOK,COMPLETE,O,934,11,5-7-2018,603
RPS FPS 30478917583284,17-10-2018 00:00:00,RP9692506060696780,RP49657822668970467368869209939389698,909.00,GBP,17-10-2018,677414,88003288,NAYAN MALPANI,738238,78993104,Merrill Glas,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-10-2018,612
RPS FPS 52450673446927,2-3-2018 00:00:00,RP9765651881094150,RP49613602222573539430275587429876813,355.00,GBP,2-3-2018,243468,88003289,AHMED ZOELFAKKAR,248729,55768859,Cos Gatley,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,2-3-2018,612
RPS FPS 38521782426022,10-4-2018 00:00:00,RP8156052406341480,RP49779912265472555121868167359928171,829.00,GBP,10-4-2018,772435,88003290,MAHALINGA SHANKAR,241335,46986131,Waverly Jennick,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,10-4-2018,812
RPS FPS 49517278136295,7-3-2018 00:00:00,RP6625597788549410,RP49797153290902473124675373639029361,833.00,GBP,7-3-2018,401970,88003291,RAMADOSS ,708890,75477763,Shelba Simyson,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,7-3-2018,812
RPS FPS 77880777071088,4-5-2018 00:00:00,RP4898931720228860,RP49573482359383539954669473608913099,535.00,GBP,4-5-2018,673557,88003292,MOHAN ,629461,61856104,Waverly Diloway,INVOICES 22 +558,10,FPS,BOOK,COMPLETE,O,934,11,4-5-2018,603
RPS FPS 66630623155128,3-2-2018 00:00:00,RP9978859174425540,RP49895522601626448561575018819200178,830.00,GBP,3-2-2018,261954,88003293,RATHINAM ,667494,80300914,Joaquin Peasey,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,3-2-2018,612
RPS FPS 78215359350880,15-6-2018 00:00:00,RP9406709154375080,RP49966003122981490370974017659533985,337.00,GBP,15-6-2018,636704,88003294,AMGAD YOUNES,790113,77346735,Marcela Nutley,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,15-6-2018,612
RPS FPS 26906680408032,15-6-2018 00:00:00,RP4143953781929970,RP49644792339331494128675651909823534,166.00,GBP,15-6-2018,661909,88003295,MOHAMED ISHAK,554265,63563518,Dyna Letchford,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-6-2018,812
RPS FPS 40260603332763,17-3-2018 00:00:00,RP7382999097232780,RP49796022272906510506974367789206728,367.00,GBP,17-3-2018,253508,88003296,SALAH  AL WADI,372583,56422131,Yanaton Joscelyn,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-3-2018,812
RPS FPS 75922832403000,4-3-2018 00:00:00,RP1234522535279760,RP49786212260157494134675189139906037,88.00,GBP,4-3-2018,581042,88003297,HASSAN ALI,300391,76208896,Miriam Heppner,INVOICES 22 +559,10,FPS,BOOK,COMPLETE,O,934,11,4-3-2018,603
RPS FPS 82898943486408,2-10-2018 00:00:00,RP5368228577673360,RP49878082295763510953676584019278176,921.00,GBP,2-10-2018,775189,88003298,MATTHEW FOUNTAIN,311907,46571275,Yancy Whorlton,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-10-2018,612
RPS FPS 64341039509825,12-10-2018 00:00:00,RP2604747604268850,RP49993282224619504389069018239512129,259.00,GBP,12-10-2018,360250,88003299,SAM YOUSEF,245800,65966508,Leroi Rodson,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-10-2018,612
RPS FPS 37496358010586,24-4-2018 00:00:00,RP4326717139377550,RP49728343304118542975876919829068173,112.00,GBP,24-4-2018,437806,88003300,LIUYN ,776421,85297890,Amber Cabane,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-4-2018,812
RPS FPS 72911033105630,20-4-2018 00:00:00,RP7104587461463570,RP49695372894142541673370723639014865,372.00,GBP,20-4-2018,426799,88003301,AMIT SOMANI,853940,34575368,Hansiain Stannah,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-4-2018,812
RPS FPS 88903717005022,1-1-2018 00:00:00,RP6477989511927820,RP49828783257698470178267288029641323,448.00,GBP,1-1-2018,457082,88003302,"ARORA, MANALI",699877,87167466,Moshe Royall,INVOICES 22 +559,10,FPS,BOOK,COMPLETE,O,934,11,1-1-2018,603
RPS FPS 28858926124924,14-10-2018 00:00:00,RP1366110210594560,RP49778242693420493994574431649098342,774.00,GBP,14-10-2018,840554,88003303,ALEJANDRO MAGANA DE LARRIVA,574056,66404502,Alika Milkins,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-10-2018,612
RPS FPS 61823157159338,13-12-2018 00:00:00,RP1034004895313070,RP49602793051629493103173722319630231,747.00,GBP,13-12-2018,532026,88003304,NICK ,869039,38720168,Broderic Womack,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-12-2018,612
RPS FPS 20979680252693,22-4-2018 00:00:00,RP8281416368992580,RP49731643079623542527566827099766800,215.00,GBP,22-4-2018,318235,88003305,SUNIL ,675409,38815388,Leonard Macguire,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-4-2018,812
RPS FPS 37937071625635,21-12-2018 00:00:00,RP6026804340136920,RP49738963187772555017367476719506499,589.00,GBP,21-12-2018,868773,88003306,ELAKANTAN ,649366,78490712,Des Gilliver,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-12-2018,812
RPS FPS 33715158697118,25-12-2018 00:00:00,RP5428683447191850,RP49577782735679482863376298569949114,21.00,GBP,25-12-2018,363423,88003307,ABDUL ,842362,48784782,Tonya Brade,INVOICES 22 +560,10,FPS,BOOK,COMPLETE,O,934,11,25-12-2018,603
RPS FPS 74473774426765,16-12-2018 00:00:00,RP3649232188486970,RP49876482907781451753671675649596109,548.00,GBP,16-12-2018,871648,88003308,UDAY POOJARY,480517,69090859,Iolanthe Tuting,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,16-12-2018,612
RPS FPS 35425206420596,18-8-2018 00:00:00,RP4872262273839590,RP49735502846585466663675914539092330,885.00,GBP,18-8-2018,298279,88003309,JAYMON CHOVALLOOR,792052,59699948,Kelsy Sperwell,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-8-2018,612
RPS FPS 96389121895189,12-9-2018 00:00:00,RP6854851268920020,RP49915482304943444655975440979562674,331.00,GBP,12-9-2018,522884,88003310,FADEL MOHAMMED ALOKSH,603996,60837384,Damiano Wateridge,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-9-2018,812
RPS FPS 52984559604484,8-11-2018 00:00:00,RP8614032612378660,RP49635352506379478336672179619086844,855.00,GBP,8-11-2018,716270,88003311,FAKHER  AL SHAWAF,638174,80617226,Zebulen Kovnot,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-11-2018,812
RPS FPS 32335804950298,13-5-2018 00:00:00,RP7014952663593640,RP49816523071121454980868979489998996,376.00,GBP,13-5-2018,305576,88003312,MOHAMED FERAS ALWANI,727019,85157990,Winfield Coye,INVOICES 22 +560,10,FPS,BOOK,COMPLETE,O,934,11,13-5-2018,603
RPS FPS 46042071630980,10-3-2018 00:00:00,RP4280314635695520,RP49910262439786509715071681159480272,256.00,GBP,10-3-2018,439588,88003313,MAHMOUD A. ABOU KARR,710001,84058648,Camala Linwood,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-3-2018,612
RPS FPS 56706043379362,15-8-2018 00:00:00,RP3301623108755310,RP49820583258290518640867789658967329,508.00,GBP,15-8-2018,337606,88003314,KHALED MAMDOUH,677630,43435546,Felice Chasteney,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,15-8-2018,612
RPS FPS 75998068183759,18-4-2018 00:00:00,RP6711008635022680,RP49611333025601500124076278488902615,746.00,GBP,18-4-2018,443990,88003315,SIRAJUDHEEN PUTHUKKUDI,486179,78348127,Richardo Ranyell,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-4-2018,812
RPS FPS 87853596646952,4-12-2018 00:00:00,RP9373390458615430,RP49929833156627457005974508769852946,439.00,GBP,4-12-2018,490249,88003316,AHMED EL BADAWY,374168,39940495,Frants Creeboe,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,4-12-2018,812
RPS FPS 38616442771007,23-9-2018 00:00:00,RP5220191087440320,RP49632152474768482115574606589859074,975.00,GBP,23-9-2018,606176,88003317,RAMY  ESSAM,731282,41749589,Lotti Yosifov,INVOICES 22 +561,10,FPS,BOOK,COMPLETE,O,934,11,23-9-2018,603
RPS FPS 46270747976561,3-8-2018 00:00:00,RP4375642253935460,RP49709822492386447007172810239197815,397.00,GBP,3-8-2018,854400,88003318,YASMIN SHOKRI,237854,50043578,Hermine Wattins,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,3-8-2018,612
RPS FPS 19370237788734,13-8-2018 00:00:00,RP3329007329430530,RP49791742342459528697167027499733839,91.00,GBP,13-8-2018,272791,88003319,DR. ABDULMALIK AL HOGAIL,778532,38974319,Verena Noir,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-8-2018,612
RPS FPS 83769017297783,8-1-2018 00:00:00,RP5069606268814660,RP49941072634959515367576508279788400,689.00,GBP,8-1-2018,523644,88003320,MOHAMMED AL-MOUSA,297395,66119034,Kelley Collum,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-1-2018,812
RPS FPS 87275144920548,12-12-2018 00:00:00,RP4629317152220930,RP49590492380731534038068258129381151,446.00,GBP,12-12-2018,364386,88003321,SULIMAN M KHADER,827952,51540332,Ameline Seres,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-12-2018,812
RPS FPS 56576180275568,18-7-2018 00:00:00,RP9233497516007670,RP49946932293083514051669397159683794,724.00,GBP,18-7-2018,417271,88003322,SAJID KK,303234,37297876,Gnni Bensen,INVOICES 22 +561,10,FPS,BOOK,COMPLETE,O,934,11,18-7-2018,603
RPS FPS 55102597881622,10-12-2018 00:00:00,RP8873209995308410,RP49962482568998537310373398339500070,478.00,GBP,10-12-2018,741842,88003323,LUAY SARTAWI,823526,64777071,Darby Ausello,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-12-2018,612
RPS FPS 62634080981898,21-12-2018 00:00:00,RP3901962952077680,RP49752602484395552501268307469437225,955.00,GBP,21-12-2018,765167,88003324,EMANUEL LANTZOS,491378,61882558,Babb Bairnsfather,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-12-2018,612
RPS FPS 30602099041707,25-8-2018 00:00:00,RP1943798798250410,RP49600653174210514414069245409753097,430.00,GBP,25-8-2018,598979,88003325,MOHAMMAD M. SABRI,709460,81860107,Marcos Lohde,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-8-2018,812
RPS FPS 95578999023551,25-1-2018 00:00:00,RP3262935998540660,RP49667002841215541408472489429554005,731.00,GBP,25-1-2018,292219,88003326,SANY ZAKI,861716,72084588,Gregory Whitehurst,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-1-2018,812
RPS FPS 18111282944934,18-1-2018 00:00:00,RP4281460763540310,RP49971132725196452871274057419305514,948.00,GBP,18-1-2018,799865,88003327,WASIF GEORGE,626549,70218039,Fredric Kee,INVOICES 22 +562,10,FPS,BOOK,COMPLETE,O,934,11,18-1-2018,603
RPS FPS 76150314089633,1-10-2018 00:00:00,RP5845607625567200,RP49713312941885498704273293179688952,313.00,GBP,1-10-2018,779956,88003328,TAISEER SAADEH,645075,83009986,Yorker Kobpa,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,1-10-2018,612
RPS FPS 63552858631434,2-3-2018 00:00:00,RP2736977866898510,RP49798103007554450418769467089249475,486.00,GBP,2-3-2018,276774,88003329,THAER ABU SHAIKHA,253663,80606473,Waring Gerring,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,2-3-2018,612
RPS FPS 99554485079241,10-8-2018 00:00:00,RP7092294373496040,RP49934032669684477634676033509918746,547.00,GBP,10-8-2018,621135,88003330,AHMED HADID,433921,45079514,Warde Midlar,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,10-8-2018,812
RPS FPS 60064803409340,13-1-2018 00:00:00,RP4689516802118930,RP49721672547455480242076336659280684,76.00,GBP,13-1-2018,548030,88003331,MOHAMAD FOWZAN,594112,79106700,Shirlee Soeiro,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,13-1-2018,812
RPS FPS 68698778818456,15-12-2018 00:00:00,RP3868633300033100,RP49617552916845506032071283699367651,689.00,GBP,15-12-2018,286583,88003332,ˇREVORSHAN MANNAPPERUMAˇ,704594,65307395,Kayle Ealles,INVOICES 22 +562,10,FPS,BOOK,COMPLETE,O,934,11,15-12-2018,603
RPS FPS 47799367268966,19-6-2018 00:00:00,RP3128107492002760,RP49679692852378520546276428629201224,232.00,GBP,19-6-2018,670231,88003333,ABDULLAH KHALIL,304055,86866398,Roslyn Troillet,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,19-6-2018,612
RPS FPS 37344157277217,14-2-2018 00:00:00,RP9599458515635160,RP49741433005475472137468342929644331,195.00,GBP,14-2-2018,557532,88003334,FAISAL SIDDIQUI,235543,84132965,Koressa Kroger,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,14-2-2018,612
RPS FPS 41707450543626,12-6-2018 00:00:00,RP2932089376973110,RP49665912987383542814269482929850269,958.00,GBP,12-6-2018,669502,88003335,MUNA AL KUWARI,310709,86962537,Alfred Hadleigh,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-6-2018,812
RPS FPS 35749791062779,22-2-2018 00:00:00,RP2240748655382690,RP49976262922721461287670268529490566,125.00,GBP,22-2-2018,545570,88003336,SHIRAZ KHAN,372150,66114359,Isidore Coghlin,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-2-2018,812
RPS FPS 64095740370561,25-3-2018 00:00:00,RP2455002927953630,RP49736613303981471723876785979396228,43.00,GBP,25-3-2018,693411,88003337,TAREK  W. GHALAYINI,643847,71430840,Zacherie Idill,INVOICES 22 +563,10,FPS,BOOK,COMPLETE,O,934,11,25-3-2018,603
RPS FPS 11150327156795,4-4-2018 00:00:00,RP1966679107589310,RP49803372652048503014271007239942589,814.00,GBP,4-4-2018,657406,88003338,MOHAMED EZZELDIN,520596,71303888,Tucker Free,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-4-2018,612
RPS FPS 52789788392646,27-2-2018 00:00:00,RP8979152748485360,RP49844332907991498354671548429368817,654.00,GBP,27-2-2018,460661,88003339,CHAWLA ,875335,73190964,Avigdor Walthall,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-2-2018,612
RPS FPS 52233372787198,13-6-2018 00:00:00,RP2917434910390270,RP49700372917984466421971722839576610,253.00,GBP,13-6-2018,468794,88003340,MOHAMED ELBADRY MOHAMED BAKRY,350565,74901909,Riordan Verry,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-6-2018,812
RPS FPS 22205614964554,13-10-2018 00:00:00,RP4576002538577640,RP49709263187313530248770971099729322,770.00,GBP,13-10-2018,754879,88003341,MOSTAFA ELMANZALAWY,326404,36448737,Thomasine Antal,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,13-10-2018,812
RPS FPS 16288476925979,22-10-2018 00:00:00,RP4812982013381660,RP49869632329022478358469039319618855,494.00,GBP,22-10-2018,242846,88003342,RAVI AMINGAD,873097,40242888,Morey Brand,INVOICES 22 +563,10,FPS,BOOK,COMPLETE,O,934,11,22-10-2018,603
