FPS Payment data,,,,,,,,,,,,,,,,,,,,,,
MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 22476390322923,08-08-2018 00:00,RP3375476089618430,RP46875821660669567935579489208985300,270,GBP,08-08-2018,809454,84783222,Kristy Warrender,573523,37113909,BEN ALID,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-08-2018,612
RPS FPS 24362196565264,25-02-2018 00:00,RP8436021301389700,RP46997653321667543729480132489353778,335,GBP,25-02-2018,650824,84785222,Aubrie Studdeard,876212,82906835,"D,BBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-02-2018,612
RPS FPS 74198972780668,10-06-2018 00:00,RP1469856271549880,RP46820432716492432990390300359206334,47,GBP,10-06-2018,799119,84833222,Ives Foldes,251499,36109722,BEN ALID B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,10-06-2018,812
RPS FPS 37060685148791,12-12-2018 00:00,RP6207739445895530,RP46992851711255570002179856179303030,711,GBP,12-12-2018,497967,84861222,Glenden Togher,354870,39213342,"D,B,EBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-12-2018,812
RPS FPS 87193684799414,16-01-2018 00:00,RP9795360599059210,RP46996452972600376111584474549163735,513,GBP,16-01-2018,327619,84899222,Trey Laidlaw,627978,78856135,BEN ALID B E,INVOICES 22 +301,10,FPS,BOOK,COMPLETE,O,934,11,16-01-2018,603
RPS FPS 13273068349641,08-01-2018 00:00,RP7637481742568780,RP46868442029320702181182472129029525,105,GBP,08-01-2018,378792,84901222,Ave Collar,542911,66049336,"D,B,E,BBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-01-2018,612
RPS FPS 24121122576315,04-03-2018 00:00,RP6990158373800860,RP46801191487883388573888021148763561,963,GBP,04-03-2018,366604,84911222,Arnaldo Casewell,256382,55530191,BEN ALID B E B,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,04-03-2018,612
RPS FPS 23546409830759,24-02-2018 00:00,RP3736890476939650,RP46985041321584348773779352148853478,445,GBP,24-02-2018,303701,84918222,Mitch Wisedale,715477,71999683,"DORSAF,BBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-02-2018,812
RPS FPS 46700249708218,12-02-2018 00:00,RP9367188674379520,RP46840622274881361354779823099251952,681,GBP,12-02-2018,777837,84933222,Matilda Upwood,784823,54762757,BEN ALIDORSAF B,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-02-2018,812
RPS FPS 12790959865399,18-12-2018 00:00,RP5228978032400750,RP46876292450105726097092418229100777,928,GBP,18-12-2018,662722,84949222,Koenraad Dackombe,650493,66528081,"DORSAF,EBEN ALI",INVOICES 22 +301,10,FPS,BOOK,COMPLETE,O,934,11,18-12-2018,603
RPS FPS 80704153888094,21-07-2018 00:00,RP9529853985175070,RP46996452252375435638788618899298919,114,GBP,21-07-2018,645422,84996222,Dominique Boydell,537407,81615654,BEN ALIDORSAF E,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-07-2018,612
RPS FPS 82812579339250,02-08-2018 00:00,RP6763998641772920,RP46929891468987426238091888019180152,629,GBP,02-08-2018,829937,85004222,Patrizio Dudek,293540,40336121,BEN ALIDORSAF,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,02-08-2018,612
RPS FPS 41897789256544,04-05-2018 00:00,RP7672400261539290,RP46899313365593728541380586378991907,449,GBP,04-05-2018,601335,85011222,Granger Gillise,320615,63091611,BEN ALIDORSAF BENT ZINE,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-05-2018,812
RPS FPS 59832942162873,15-05-2018 00:00,RP8454266736222560,RP46982522899636596600381358769243403,283,GBP,15-05-2018,455669,85013222,Denis Biswell,413481,53834338,BEN ALIDORSAF BENT ZINE EL ABIDINE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-05-2018,812
RPS FPS 48288077878463,16-05-2018 00:00,RP7361634496344070,RP46830871390993375937984253229072255,925,GBP,16-05-2018,420016,85017222,Quentin Gauford,789919,73586747,"BENT ZINE,DORSAFBEN ALI",INVOICES 22 +302,10,FPS,BOOK,COMPLETE,O,934,11,16-05-2018,603
RPS FPS 64523667434513,18-03-2018 00:00,RP4434454876320570,RP46821583061579724781179889219205007,152,GBP,18-03-2018,586789,85074222,Dulci Baird,293104,50711049,"CYRINE ,BENT,ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,18-03-2018,612
RPS FPS 49349025537475,24-11-2018 00:00,RP7773285939566170,RP46951443389364751030882686078918768,168,GBP,24-11-2018,659436,85082222,Lynelle Holah,820855,38578507,CYRINE BEN ALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-11-2018,612
RPS FPS 95292320030132,21-07-2018 00:00,RP7147747651980160,RP46845401440128726634388504279324679,577,GBP,21-07-2018,860651,85092222,Joly Alman,442414,36636596,"CYRINE ,BENTBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,21-07-2018,812
RPS FPS 26136982072125,13-02-2018 00:00,RP3532205149997880,RP46897893070739548585287081758810365,995,GBP,13-02-2018,399052,85096222,Effie Eye,421724,60418251,"CYRINE ,BENT,ZINEBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,13-02-2018,812
RPS FPS 89655709936691,08-01-2018 00:00,RP5821490976728250,RP46806072843793412185478264588844902,35,GBP,08-01-2018,874419,85108222,Layton Lutz,493645,64831099,"CYRINE ,BENT,ZINE,EL ABIDINEBEN ALI",INVOICES 22 +302,10,FPS,BOOK,COMPLETE,O,934,11,08-01-2018,603
RPS FPS 47279066735424,10-09-2018 00:00,RP8311882381516450,RP46887592016602418279083503509149428,55,GBP,10-09-2018,719962,85110222,Beaufort Cordrey,533745,45030019,BENTBEN ALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-09-2018,612
RPS FPS 47432195208845,16-10-2018 00:00,RP9675646567738780,RP46954761266101355170383286738789612,712,GBP,16-10-2018,622857,85127222,Flin Glantz,375230,81971606,ZINEBEN ALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-10-2018,612
RPS FPS 46660676901388,27-08-2018 00:00,RP4125476225873860,RP46946322824389519689086205058902595,114,GBP,27-08-2018,397905,85143222,Raine Midford,481594,59829270,CBEN ALI,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-08-2018,812
RPS FPS 69906834020116,12-05-2018 00:00,RP3757027334666550,RP46899862162851400375078410279265690,791,GBP,12-05-2018,530697,85145222,Drucy Jikovsky,558288,49113374,BEN ALIC,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-05-2018,812
RPS FPS 19700610581949,22-01-2018 00:00,RP8841566719508150,RP46845011558329718281685265748846358,130,GBP,22-01-2018,431946,85203222,Davidson Bestwick,686316,79727586,"C,BBEN ALI",INVOICES 22 +303,10,FPS,BOOK,COMPLETE,O,934,11,22-01-2018,603
RPS FPS 81530760400466,01-01-2018 00:00,RP9447187498120140,RP46873452094059750709184294439048295,540,GBP,01-01-2018,637779,85232222,Warden Wiles,590350,68465975,BEN ALIC B,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,01-01-2018,612
RPS FPS 37590032573761,26-08-2018 00:00,RP3577342984506510,RP46869832337501613273781323829041127,235,GBP,26-08-2018,376918,85241222,Gasper Karpman,318334,63934038,"C,B,ZBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-08-2018,612
RPS FPS 53980437593825,07-02-2018 00:00,RP3853401622960920,RP46818893197441639969992427098894129,157,GBP,07-02-2018,391622,85250222,Tomasina Durn,379017,82944133,BEN ALIC B Z,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-02-2018,812
RPS FPS 26601325138222,24-12-2018 00:00,RP6150394885523800,RP46863152755008437710880506378979895,651,GBP,24-12-2018,355149,85259222,Mariquilla Scandwright,437032,36750633,"C,B,Z,EBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-12-2018,812
RPS FPS 14017360394786,07-03-2018 00:00,RP9137525348028090,RP46879653236694645794680433179046041,535,GBP,07-03-2018,590358,85284222,Kassey Wevell,622631,52400874,BEN ALIC B Z E,INVOICES 22 +303,10,FPS,BOOK,COMPLETE,O,934,11,07-03-2018,603
RPS FPS 29187979407610,22-01-2018 00:00,RP2322201414063480,RP46850672542330488011384172789005157,978,GBP,22-01-2018,395394,85320222,Tye Chater,595903,75421373,"C,B,Z,E,BBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-01-2018,612
RPS FPS 64948266704379,26-09-2018 00:00,RP3360698478217830,RP46915322049198499054685480029325188,919,GBP,26-09-2018,822659,85321222,Webb Aslett,425047,46661190,BEN ALIC B Z E B,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-09-2018,612
RPS FPS 42535382554955,20-06-2018 00:00,RP1024728084637680,RP46969322309175348537091226778940623,172,GBP,20-06-2018,516383,85355222,Barnebas Madgin,248210,35611997,"CYRINE ,BBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-06-2018,812
RPS FPS 16664182444012,17-08-2018 00:00,RP6074468192220670,RP46837321259476735504676666679323395,656,GBP,17-08-2018,596334,85361222,Nicolai Varfolomeev,381217,67363425,BEN ALICYRINE  B,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-08-2018,812
RPS FPS 78364602368897,08-09-2018 00:00,RP9238043398509540,RP46943462407600391266790891079267139,673,GBP,08-09-2018,677747,85370222,Walsh Baly,596993,67232796,"CYRINE ,ZBEN ALI",INVOICES 22 +304,10,FPS,BOOK,COMPLETE,O,934,11,08-09-2018,603
RPS FPS 74162419030479,09-03-2018 00:00,RP2583194156484270,RP46987872468202530690678403159229585,626,GBP,09-03-2018,485594,85388222,Lancelot Marjanski,681406,53616269,BEN ALICYRINE  Z,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,09-03-2018,612
RPS FPS 60202427472789,10-06-2018 00:00,RP1050871309967040,RP46850951299959668949687086408763253,260,GBP,10-06-2018,634289,85405222,Dasha Baumaier,708410,69506480,"CYRINE ,EBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-06-2018,612
RPS FPS 87021262418155,23-02-2018 00:00,RP5837184929637040,RP46871721538193656132981046959319569,85,GBP,23-02-2018,795059,85414222,Moises Jerrems,724838,59742452,BEN ALICYRINE  E,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,23-02-2018,812
RPS FPS 19431028860367,12-01-2018 00:00,RP5201348133307050,RP46842691409130571571782909278975571,880,GBP,12-01-2018,782683,85426222,Giorgio Mounch,237114,50173700,ZBEN ALI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-01-2018,812
RPS FPS 31942975029520,13-05-2018 00:00,RP1609552008747520,RP46813152590783601418589706079169587,403,GBP,13-05-2018,599705,85468222,Bride Bowmaker,380784,71031435,BEN ALIZ,INVOICES 22 +304,10,FPS,BOOK,COMPLETE,O,934,11,13-05-2018,603
RPS FPS 55952118300489,18-12-2018 00:00,RP5598843319136410,RP46801961351368728214281465898923787,569,GBP,18-12-2018,829214,85482222,Cornell Densham,374545,35326845,BEN ALICYRINE ,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,18-12-2018,612
RPS FPS 46000181797115,07-11-2018 00:00,RP2040853551426660,RP46868311629703382441980025818933459,281,GBP,07-11-2018,700489,85570222,Jerrilyn Tort,634004,85156406,BEN ALICYRINE  BENT,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,07-11-2018,612
RPS FPS 57880475921348,03-03-2018 00:00,RP6621115269560190,RP46857251925617725399882858509008491,341,GBP,03-03-2018,601511,85598222,Marty O' Shea,458615,73116919,BEN ALICYRINE  BENT ZINE,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,03-03-2018,812
RPS FPS 69484225519816,07-04-2018 00:00,RP3697413892554380,RP46912051974740468855477110738772220,789,GBP,07-04-2018,609610,85603222,Doralin Hansard,275604,40514628,BEN ALICYRINE  BENT ZINE EL ABIDINE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,07-04-2018,812
RPS FPS 93769520707896,09-09-2018 00:00,RP4154020318090900,RP46868093135142560388592801638916908,190,GBP,09-09-2018,668111,85648222,Maureen Cogdon,797848,49038733,BEN ALIBENT,INVOICES 22 +305,10,FPS,BOOK,COMPLETE,O,934,11,09-09-2018,603
RPS FPS 88599832119147,22-10-2018 00:00,RP2744768287897950,RP46827583180283509901980363288935396,980,GBP,22-10-2018,511314,85671222,Cash Gluyus,792302,39941883,BEN ALIZINE,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-10-2018,612
RPS FPS 60632363319858,26-12-2018 00:00,RP1078896854445850,RP46877131631224443260988365429312666,301,GBP,26-12-2018,837594,85674222,Corney Grealey,443241,57903034,"BENT,CYRINE BEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-12-2018,612
RPS FPS 25814482846713,11-04-2018 00:00,RP5684563200208580,RP46825591746028626791592718058976060,452,GBP,11-04-2018,667336,85694222,Aila Parsons,763135,80275575,"SLIM,BEN TIJANI,BEN HAJ HAMDABEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-04-2018,812
RPS FPS 51787063685088,05-07-2018 00:00,RP9039277410728530,RP46827433122854662639791361189174788,620,GBP,05-07-2018,502752,85735222,Bernard Beange,450829,81410258,SLIMBEN ALI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-07-2018,812
RPS FPS 43135718581035,12-02-2018 00:00,RP1850364031755030,RP46830511641533366126486469179223065,844,GBP,12-02-2018,707998,85793222,Koenraad Skottle,587370,78523965,"SLIM,BEN TIJANIBEN ALI",INVOICES 22 +305,10,FPS,BOOK,COMPLETE,O,934,11,12-02-2018,603
RPS FPS 44906426788627,17-09-2018 00:00,RP4383849942945010,RP46977752312647459296685388578947971,387,GBP,17-09-2018,823811,85796222,Ingmar Laxtonne,834119,58762684,BEN TIJANIBEN ALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-09-2018,612
RPS FPS 18408632284707,14-03-2018 00:00,RP8314890697057360,RP46804302635134449338591818829057508,873,GBP,14-03-2018,833709,85805222,Ursuline Bonus,515576,39001641,"SLIM,BBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,14-03-2018,612
RPS FPS 33500262983942,22-02-2018 00:00,RP6163673857484940,RP46996831523269553913279294488887971,510,GBP,22-02-2018,840046,85806222,Nona Iseton,631346,69109208,BEN ALISLIM B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-02-2018,812
RPS FPS 49199832984621,23-02-2018 00:00,RP1755454757985120,RP46976761884037610319577594909176290,430,GBP,23-02-2018,588465,85851222,Colette Vaskov,688290,86653806,BEN ALISLIM,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-02-2018,812
RPS FPS 97153054082463,21-10-2018 00:00,RP4386546569458270,RP46871741643989555585292893889175075,150,GBP,21-10-2018,624795,85856222,Danielle Piche,715800,70693195,BEN ALISLIM BEN TIJANI,INVOICES 22 +306,10,FPS,BOOK,COMPLETE,O,934,11,21-10-2018,603
RPS FPS 49791074727135,20-03-2018 00:00,RP3378071200741630,RP46925501739057450574993425839326521,905,GBP,20-03-2018,508861,85881222,Dill Dando,423004,78602305,BEN ALIBEN TIJANI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,20-03-2018,612
RPS FPS 88602015463313,27-01-2018 00:00,RP8090930852013690,RP46907241756783603567076931069344059,957,GBP,27-01-2018,790590,85944222,Tony Cogswell,610610,47390812,"BEN TIJANI,SLIMBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-01-2018,612
RPS FPS 77586037751762,13-11-2018 00:00,RP4926786195805640,RP46841031234720414635584162579284499,872,GBP,13-11-2018,794120,85951222,Alisander Parade,804590,81865509,"IMAD,BEN BECHIR,BEN HAMDAAL-JAMMALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-11-2018,812
RPS FPS 31117308309397,14-03-2018 00:00,RP3933192596039170,RP46893351484735631041181466759144948,816,GBP,14-03-2018,450053,85954222,Davis Korneichuk,521143,38111877,IMADAL-JAMMALI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-03-2018,812
RPS FPS 58514574935503,17-06-2018 00:00,RP7902862223690520,RP46857242901036668960483962868764387,110,GBP,17-06-2018,261656,86013222,Edy Withey,269082,54942160,"IMAD,BEN BECHIRAL-JAMMALI",INVOICES 22 +306,10,FPS,BOOK,COMPLETE,O,934,11,17-06-2018,603
RPS FPS 58830514627061,20-02-2018 00:00,RP9262067735335520,RP46840201884893737172791144079231549,51,GBP,20-02-2018,784118,86028222,Hannis Liggens,668886,35216257,BEN BECHIRAL-JAMMALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,20-02-2018,612
RPS FPS 84050100126912,26-06-2018 00:00,RP1941725395183470,RP46913173437866423549490668059209874,428,GBP,26-06-2018,503143,86046222,Bonnibelle Yellowlea,685974,56954145,BEN HAMDAAL-JAMMALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-06-2018,612
RPS FPS 53214861638276,19-05-2018 00:00,RP9626460789952540,RP46889851254452505327477263658866360,310,GBP,19-05-2018,273929,86055222,Arluene Pendlebury,336616,56925773,IAL-JAMMALI,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,19-05-2018,812
RPS FPS 52966384001810,23-10-2018 00:00,RP4483098564689550,RP46850723358714655963884579419349245,48,GBP,23-10-2018,419653,86099222,Justina Feares,548831,69993952,AL-JAMMALII,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-10-2018,812
RPS FPS 82738088916040,19-02-2018 00:00,RP5514928775325840,RP46976282008637349267076525859344657,441,GBP,19-02-2018,862931,86118222,Minnaminnie de Najera,247032,50056785,"I,BAL-JAMMALI",INVOICES 22 +307,10,FPS,BOOK,COMPLETE,O,934,11,19-02-2018,603
RPS FPS 39246991262293,04-11-2018 00:00,RP1314409357485410,RP46965301537632624492578521469214106,140,GBP,04-11-2018,701715,86132222,Jessa Vine,429895,55238825,AL-JAMMALII B,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,04-11-2018,612
RPS FPS 88975676270705,25-10-2018 00:00,RP1863037690510520,RP46973401434133524767985106928876269,374,GBP,25-10-2018,486517,86166222,Ola Windsor,562651,87420470,"I,B,BAL-JAMMALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-10-2018,612
RPS FPS 36965142834609,25-11-2018 00:00,RP5285244639311940,RP46841391514476674445682071849051098,126,GBP,25-11-2018,275937,86168222,Jacquie Henryson,547495,47722830,AL-JAMMALII B B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-11-2018,812
RPS FPS 68788691911782,23-01-2018 00:00,RP9243334188015110,RP46922732721485525983582617969339951,644,GBP,23-01-2018,462882,86176222,Darrelle Wivell,738767,48563918,"IMAD,BAL-JAMMALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-01-2018,812
RPS FPS 33302518007124,05-02-2018 00:00,RP1237088287172110,RP46887712771597568372987519758760189,279,GBP,05-02-2018,301100,86193222,Fergus Attenborough,760533,86312693,AL-JAMMALIIMAD B,INVOICES 22 +307,10,FPS,BOOK,COMPLETE,O,934,11,05-02-2018,603
RPS FPS 52009568180872,15-12-2018 00:00,RP6956005547278890,RP46937981833161383168086367989342931,969,GBP,15-12-2018,406111,86205222,Annadiana Faulconbridge,301424,56162970,BAL-JAMMALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-12-2018,612
RPS FPS 16405086753312,05-10-2018 00:00,RP7387064918194490,RP46960851184794561273477260059333758,368,GBP,05-10-2018,837103,86242222,Cyril Mathivet,696479,62500669,AL-JAMMALIB,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,05-10-2018,612
RPS FPS 35112022934946,27-07-2018 00:00,RP9654035336246480,RP46881302215584431721792335888872451,704,GBP,27-07-2018,541160,86253222,Carmella Gouldbourn,761725,67570367,AL-JAMMALIIMAD,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-07-2018,812
RPS FPS 91463245901447,03-09-2018 00:00,RP7816100758650450,RP46922182498087592421592726789001543,606,GBP,03-09-2018,283957,86260222,Aveline Renish,637456,38303145,AL-JAMMALIIMAD BEN BECHIR,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-09-2018,812
RPS FPS 30888375469686,04-08-2018 00:00,RP4675739151138390,RP46894723189219669275579638748942106,261,GBP,04-08-2018,371864,86301222,Geri Arsnell,807765,55845805,AL-JAMMALIBEN BECHIR,INVOICES 22 +308,10,FPS,BOOK,COMPLETE,O,934,11,04-08-2018,603
RPS FPS 62207549605883,25-08-2018 00:00,RP3235368541578140,RP46873521455850670307088553308833156,260,GBP,25-08-2018,745476,86327222,Cynthie Marvelley,530570,87068538,AL-JAMMALIBEN HAMDA,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,25-08-2018,612
RPS FPS 15974525382992,23-11-2018 00:00,RP5569954002851090,RP46806872044165612722686648858843263,926,GBP,23-11-2018,297562,86329222,Vevay Cosgrave,850173,40287196,"BEN BECHIR,IMADAL-JAMMALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-11-2018,612
RPS FPS 12933313927861,14-09-2018 00:00,RP1879517024624750,RP46819041547305536715493174019340944,737,GBP,14-09-2018,321505,86344222,Rivkah McAulay,325326,40638178,"IMED,BEN BECHIR,BEN HAMDAJAMMALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-09-2018,812
RPS FPS 21032704792503,21-03-2018 00:00,RP1901837113598970,RP46801792756317346240577573248939514,889,GBP,21-03-2018,368096,86351222,Craig Lapre,621597,43692468,IMEDJAMMALI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-03-2018,812
RPS FPS 69954793615089,26-07-2018 00:00,RP8135651714792540,RP46985181653153557016488358968790990,126,GBP,26-07-2018,473337,86439222,Virge Giacomozzo,840228,45722883,"IMED,BEN BECHIRJAMMALI",INVOICES 22 +308,10,FPS,BOOK,COMPLETE,O,934,11,26-07-2018,603
RPS FPS 82744300241188,11-01-2018 00:00,RP2801283003082980,RP46926192985056346995186114719011857,129,GBP,11-01-2018,876175,86473222,Adelbert O' Flaherty,840558,70638883,BEN BECHIRJAMMALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-01-2018,612
RPS FPS 10096480194304,26-01-2018 00:00,RP8371239140290800,RP46880111595244761663079293929296576,397,GBP,26-01-2018,539914,86493222,Bernete Petasch,362611,40388322,BEN HAMDAJAMMALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-01-2018,612
RPS FPS 44362993410695,27-12-2018 00:00,RP3099675027277730,RP46875051917771388558693307649317056,567,GBP,27-12-2018,441952,86507222,Farand Maneylaws,379391,77707005,IJAMMALI,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-12-2018,812
RPS FPS 34761380645774,09-08-2018 00:00,RP7660093911655050,RP46941092081683355899391659089137497,523,GBP,09-08-2018,310358,86555222,Krissy Duffitt,801111,79419392,JAMMALII,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,09-08-2018,812
RPS FPS 99109992487625,03-10-2018 00:00,RP2452154283121490,RP46800252703453427410577687279232300,754,GBP,03-10-2018,773629,86590222,Cameron Clappison,782837,46189843,"I,BJAMMALI",INVOICES 22 +309,10,FPS,BOOK,COMPLETE,O,934,11,03-10-2018,603
RPS FPS 51222362713727,22-12-2018 00:00,RP4988232911290330,RP46838672646333401864490145019072265,795,GBP,22-12-2018,243117,86670222,Delcine Twidell,775327,34920099,JAMMALII B,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-12-2018,612
RPS FPS 54858318984371,20-04-2018 00:00,RP9251981047915700,RP46944502309117513575485559529104683,192,GBP,20-04-2018,486828,86696222,Sal Weald,437288,86970008,"I,B,BJAMMALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-04-2018,612
RPS FPS 16162558672557,11-06-2018 00:00,RP1450936009850180,RP46980711539799654261188877828991756,538,GBP,11-06-2018,506804,86711222,Brose Gainsburgh,714281,78949483,JAMMALII B B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-06-2018,812
RPS FPS 31406058751656,04-11-2018 00:00,RP7599516857006340,RP46975362123240711463484297758796584,161,GBP,04-11-2018,276770,86714222,Antonina Whyteman,504545,60910859,"IMED,BJAMMALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-11-2018,812
RPS FPS 80329956325761,06-02-2018 00:00,RP4686742364704430,RP46819682957007730411176739648836351,516,GBP,06-02-2018,756576,86715222,Trish Kinnier,285833,51499707,JAMMALIIMED B,INVOICES 22 +309,10,FPS,BOOK,COMPLETE,O,934,11,06-02-2018,603
RPS FPS 43928547505405,22-06-2018 00:00,RP7324829759059600,RP46872092346525507976584774728896597,191,GBP,22-06-2018,737625,86724222,Franciskus Copins,836919,51650338,BJAMMALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-06-2018,612
RPS FPS 28837945551051,22-12-2018 00:00,RP9260436531648350,RP46916991396138745350684742039062285,528,GBP,22-12-2018,444915,86731222,Mickey Smalcombe,295999,71986188,JAMMALIB,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-12-2018,612
RPS FPS 80827270020920,14-04-2018 00:00,RP1068285811585810,RP46918541629988564368880106489252055,888,GBP,14-04-2018,799398,86778222,Rosamond Burnes,728595,65156936,JAMMALIIMED,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-04-2018,812
RPS FPS 11267924553683,03-04-2018 00:00,RP6572228646983820,RP46825482324023557188478994369228027,374,GBP,03-04-2018,617337,86833222,Timmie Potteridge,860287,51380613,JAMMALIIMED BEN BECHIR,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-04-2018,812
RPS FPS 53648100072468,25-08-2018 00:00,RP2542530852265280,RP46907403405532428987481683618957511,864,GBP,25-08-2018,865128,86881222,Emmie Bloomer,604468,51701961,JAMMALIBEN BECHIR,INVOICES 22 +310,10,FPS,BOOK,COMPLETE,O,934,11,25-08-2018,603
